Modulo nnlm-es-dim128-with-normalization-2
Topicos : comunidadun dia feliz unparatodos mas conoce semana uncolombia video noche dias 
 programateun asiste simposio internacional derecho ciudad info labelurl ieuun camaracomerbog unpara; j : 212. Sim : 0.16918969; No similar. 
 eafit implemento diferentes areas juego volcan manuloa adelantar procesos innovadores labelurl  ; j : 213. Sim : 0.2756037; No similar. 
 carlresponde carl langebaek vicerrector academico andes responde dudas reforma academica labelurl  ; j : 214. Sim : 0.14967799; No similar. 
 verificacion internacional paralizo modo cese bilateral fuego hostilidades verificacion c velandia ; j : 215. Sim : 0.20441633; No similar. 
 comenzamos dia unanalisis vivo transmitiendo ori unbogota vicerrector jaime franky labelurl  ; j : 216. Sim : 0.4307473; No similar. 
 abdiel vazquez pianista numero mexico paso uniandes dejo huella talento labelurl  ; j : 217. Sim : 0.27932274; No similar. 
 mas importante visita papa mensaje amor emilia tovar estudiante psicosabana1 labelurl  ; j : 218. Sim : 0.26795477; No similar. 
 paiis programa uniandesderecho desarrolla acciones favor grupos personas discriminadas apoyelo labe; j : 219. Sim : 0.07751662; No similar. 
 ciencia tecnologia vista diferentes expertos metacampusun video labelurl feliz noche comunidadun  ; j : 220. Sim : 0.46723452; No similar. 
 rt grupoargos noticia sic otorgo filial cementosargos eafit segunda patente invencion labelurl  ; j : 221. Sim : 0.30369246; No similar. 
 comunidadun compartimos ustedes ultimo articulo rector ignacio mantilla elespectador labelurl feliz; j : 222. Sim : 0.24035093; No similar. 
 rt blumedellin minutos vivemedellin universidad eafit hablaremos haymedellin17 979 fm internet labe; j : 223. Sim : 0.30848154; No similar. 
 narrativa sera galardonada ano premio leon greiff eafit fiestalibro grupoargos labelurl  ; j : 224. Sim : 0.26267546; No similar. 
 cultura organizacional permite transformar empresa conocer si adapta necesidades clientr  ; j : 225. Sim : -0.06520698; No similar. 
 rt econurosario estrategia ssociedades crisis libranzas minimizar asimetrias informacion econurosar; j : 226. Sim : 0.074930444; No similar. 
 libros ejemplo lema institucional siempre antiguos siempre nuevos rector jrestrp labelurl  ; j : 227. Sim : 0.16530173; No similar. 
 rt bienestarsabana bienestaressalud gracias apoyaron campana ayuda ahora respiramos aire mas  ; j : 228. Sim : 0.32817417; No similar. 
 conozca toda programacion academica cultural semana agendauniandes 17 21 abril labelurl  ; j : 229. Sim : 0.467429; No similar. 
 inauguracion simposio egresados emcs mentessaludables jrestrp gquinter thperls rafael riveros label; j : 230. Sim : 0.13463025; No similar. 
 inmediatez noticia corre riesgo banalizacion da prioridad noticias secundarias humber labelurl  ; j : 231. Sim : 0.24912749; No similar. 
 rt inguniandes semanainnovacion2017 faltan 06 dias programate semana mas grande innovadores labelur; j : 232. Sim : 0.5402753; Baja. 
 parte oculta historica novela acudo historias contaron acomodo hectorabadf eafitpereira  ; j : 233. Sim : 0.18965185; No similar. 
 video monica hurtado mision academica paz realizo estadosunidos promovida usembassybogota labelurl ; j : 234. Sim : 0.32189822; No similar. 
 comunidadun conoce mas bloque l campus nubia unmanizales video click labelurl untelevision  ; j : 235. Sim : 0.34852734; No similar. 
 metrodemedellin entidad mejor evaluada ciudad segun encuesta percepcion ciudadana comovamos  ; j : 236. Sim : 0.25531444; No similar. 
 comienzo queria entender relacion alcaldia bogota actores sociales ciudad lu labelurl  ; j : 237. Sim : 0.39987382; No similar. 
 brecha digital hace consolidacion prosumidores aun lejana julie massal uncolombia  ; j : 238. Sim : 0.19134293; No similar. 
 comenzamos acto apertura ano academico recuento mas destacado ano 2016 labelurl  ; j : 239. Sim : 0.4275556; No similar. 
 escribir sinonimo pensar ordenar ideas construir mensaje unico jairovalderrama losperiodistasenunis; j : 240. Sim : 0.2604467; No similar. 
 campanales mismos alejo duran gran servicio ecosistemico tierra alvaro cogol labelurl  ; j : 241. Sim : 0.28889626; No similar. 
 noche dejamos consejos expresatebien comunicate mejor campanaun labelurl feliz noche  ; j : 242. Sim : 0.5483728; Baja. 
 comunidadun programaste semana descarga circularun conoce actividades eventos unparatodos  ; j : 243. Sim : 0.47779402; No similar. 
 comunidadun encuentra programacion semanal unbogota actividades culturales feliz noche labelurl  ; j : 244. Sim : 0.5501199; Baja. 
 comunidadun recuerda expresatebien comunicate mejor labelurl campanaun youtube feliznoche unparatod; j : 245. Sim : 0.41889012; No similar. 
 programacion semanal actividades unbogota encuentras aqui labelurl unbogota bienestarbogota unparat; j : 246. Sim : 0.49070904; No similar. 
 programacion semanal actividades eventos unbogota encuentras aqui labelurl unbogota bienestarbogota; j : 247. Sim : 0.47184125; No similar. 
 programacion semanal actividades eventos unbogota encuentras aqui labelurl unparatodos bienestarbog; j : 248. Sim : 0.5302624; Baja. 
 termina dia programandote actividades traen sedesun proxima semana labelurl circularun  ; j : 249. Sim : 0.5868281; Baja. 
 comunidadun conoce actividades programadas semana biblioteca unbogota dirsinab unparatodos labelurl; j : 250. Sim : 0.45804662; No similar. 
 feliz dia feliz comienzo semana toda gran comunidadun labelurl unparatodos labelurl  ; j : 251. Sim : 0.6200189; Baja. 
 comunidadun terminar dia videos repositorio digital labelurl metacampusun feliz noche  ; j : 252. Sim : 0.6193139; Baja. 
 felizmiercoles comenzar gran dia encuentra videos uncolombia canal oficial labelurl  ; j : 253. Sim : 0.50772613; Baja. 
 actividades academicas culturales unbogota encuentras aqui labelurl feliz noche unparatodos  ; j : 254. Sim : 0.567054; Baja. 
 terminemos dia musica unradio labelurl 985unradio unradiomedellin unradioweb feliz noche  ; j : 255. Sim : 0.5589582; Baja. 
 descubre programacion semanal actividades eventos academicos culturales unbogota labelurl unparatod; j : 256. Sim : 0.3601842; No similar. 
 terminar viernes recuerda programarte actividades eventos uncolombia labelurl feliz noche  ; j : 257. Sim : 0.61317855; Baja. 
 semanadelaseguridadvial gafas simuladoras alcoholemia entenderas manejar consumir alcohol pu labelu; j : 258. Sim : 0.16505827; No similar. 
 comunidadun onoce aqui eventos deportivos culturales trae bienestarun labelurl bienestarbogota  ; j : 259. Sim : 0.2739092; No similar. 
 comunidadun musica terminar gran dia unradio labelurl 985unradio unradioweb unradiomedellin  ; j : 260. Sim : 0.4394684; No similar. 
 programateun asistir actividades eventos uncolombia app circularun ios android labelurl  ; j : 261. Sim : 0.3935328; No similar. 
 comunidadun conoce mas actividades eventos unparatodos diferentes sedes labelurl circularun  ; j : 262. Sim : 0.3244164; No similar. 
 doloroso cese fuego vaya caer padre antun ramos lapazesposible  ; j : 263. Sim : 0.20690401; No similar. 
 comunidadun conoce mas actividades eventos unparatodos diferentes sedes labelurl circularun  ; j : 264. Sim : 0.3244164; No similar. 
 comunidadun ano programate actividades eventos uncolombia todas sedes labelurl circularun  ; j : 265. Sim : 0.38866207; No similar. 
 terminemos dia musica trae comundiadun playback videos untelevision labelurl feliznoche  ; j : 266. Sim : 0.5166274; Baja. 
 comunidadun terminemos dia playback grupo guai video unparatodos untelevision labelurl  ; j : 267. Sim : 0.6030194; Baja. 
 comunidadun conoce arte comunicarte campanaun expresatebien comunicate mejor labelurl oficinapeun  ; j : 268. Sim : 0.34703922; No similar. 
 terminamos dia invitandolos conocer mas eventos actividades unparatodos labelurl sedesun  ; j : 269. Sim : 0.5475702; Baja. 
 comunidadun conoce arte comunicarte campanaun expresatebien comunicate mejor labelurl oficinapeun  ; j : 270. Sim : 0.34703922; No similar. 
 felizmiercoles comunidadun gran dia grandes noticias llenan orgulloun labelurl somosun  ; j : 271. Sim : 0.48972028; No similar. 
 comunidadun terminemos dia reviviendo inauguracion hospitalun video labelurl unparatodos orgulloun ; j : 272. Sim : 0.5792523; Baja. 
 video efe gomez clic uncolombia labelurl untelevision canal oficial youtube labelurl  ; j : 273. Sim : 0.43363348; No similar. 
 comunidadun recuerda conocer apropiarte rede sociales utilizando lineamientos abc labelurl  ; j : 274. Sim : 0.15356138; No similar. 
 conoce mas estufa lena concursa historyla vota somosorgulloun labelurl feliz labelurl  ; j : 275. Sim : 0.250657; No similar. 
 comunidadun actividades unbogota semana puedes encontrarlas aqui labelurl unparatodos unbogota  ; j : 276. Sim : 0.5629729; Baja. 
 conoce eventos actividades uncolombia todas sedes proximos dias circularun labelurl  ; j : 277. Sim : 0.46812502; No similar. 
 terminemos dia recordando launtransformavidas video labelurl feliz noche comunidadun orgulloun  ; j : 278. Sim : 0.69944656; Media. 
 personajes dejaron huella institucion estan metacampusun repositorio digital labelurl unparatodos  ; j : 279. Sim : 0.2850285; No similar. 
 comunidadun terminar dia programate actividades culturales ciudad universitaria labelurl unbogota  ; j : 280. Sim : 0.4182699; No similar. 
 personajes dejaron huella institucion estan metacampusun repositorio digital labelurl unparatodos  ; j : 281. Sim : 0.2850285; No similar. 
 encuentra programacion semanal ciudad universitaria unbogota actividades unparatodos labelurl biene; j : 282. Sim : 0.39960366; No similar. 
 terminar dia compartimos ustedes programacion cultural unbogota mes labelurl divcultural  ; j : 283. Sim : 0.56864095; Baja. 
 comunidadun revive inauguracion hospitalun aqui video labelurl orgulloun youtube uncolombia  ; j : 284. Sim : 0.5628989; Baja. 
 comunidadun encuentra toda informacion bienestar aqui labelurl feliz fin semana labelurl  ; j : 285. Sim : 0.55124587; Baja. 
 conoce mas bibliocicla vuelve pedalear manizales labelurl unmanizales feliz noche labelurl  ; j : 286. Sim : 0.47180867; No similar. 
 hoy dejamos click xiloteca medelw unmedellin video labelurl untelevision feliz labelurl  ; j : 287. Sim : 0.3801107; No similar. 
 terminar lunes compartimos ustedes programacion cultural unbogota mes labelurl divcultural  ; j : 288. Sim : 0.5392869; Baja. 
 comunicado n02 rectoria toda comunidad universitaria sedes uncolombia mantillaignacio labelurl  ; j : 289. Sim : 0.2808257; No similar. 
 encuentra camino uncolombia unparatodos somosorgulloun feliz fin semana comunidadun labelurl  ; j : 290. Sim : 0.5734834; Baja. 
 buenos dias comunidadun bienvenidos gran dia universidad deseamos felizviernes labelurl  ; j : 291. Sim : 0.5678742; Baja. 
 terminemos dia click centro apicola unmedellin video labelurl feliz fin s labelurl  ; j : 292. Sim : 0.46580786; No similar. 
 buenos dias comunidadun bienvenidos gran semana universidad deseamos felizlunes labelurl  ; j : 293. Sim : 0.6254067; Baja. 
 elegiste area tematica ver metacampusun encuentra videos interesantes labelurl unparatodos  ; j : 294. Sim : 0.41312113; No similar. 
 comenzar dia invitamos conocer programacion cultural mes labelurl felizjueves divcultural  ; j : 295. Sim : 0.5127501; Baja. 
 carlresponde carl langebaek vicerrector academico responde dudas reforma academica labelurl  ; j : 296. Sim : 0.103237614; No similar. 
 comunidadun grandes invitados encuentras aqui repositorio digital labelurl metacampusun uncolombia ; j : 297. Sim : 0.3920639; No similar. 
 conferencia create selfregulated learners linda b nilson celebrando diadelprofesor urosario labelur; j : 298. Sim : 0.23493092; No similar. 
 felizlunes feliz comienzo semana toda comunidadun bienvenidos universidad uncolombia labelurl  ; j : 299. Sim : 0.61642534; Baja. 
 felizlunes feliz comienzo semana comunidadun esperamos esten disfrutando vacaciones labelurl  ; j : 300. Sim : 0.69255424; Media. 
 punkriodista queremos conocer mas inconvenientes favor envianos datos mensaje d labelurl  ; j : 301. Sim : 0.34118238; No similar. 
 minutos presentacion biblioteca fray cristobal torres biblioteca antigua filbo2016 labelurl  ; j : 302. Sim : 0.2793927; No similar. 
 preguntaron carl langebaek vicerrector academico si habra trimestralizacion carlresponde labelurl  ; j : 303. Sim : 0.20153499; No similar. 
 visita agroexpo conoce variedades papasmasnutritivas mejor rendimiento cualidades nutricionales lab; j : 304. Sim : 0.23924308; No similar. 
 comunidadun comienza semana noticias hacen sentir orgullosos universidad somosun labelurl  ; j : 305. Sim : 0.45957834; No similar. 
 comunidadun visita stand uncolombia filbogota conoce productos tiendaun editorialun labelurl  ; j : 306. Sim : 0.22114195; No similar. 
 naturaleza esencia centenarios thperls butweets mentessaludables siguelo vivo 0http labelurl  ; j : 307. Sim : 0.18881005; No similar. 
 felizmartes bienvenidos nueva semana campus uncolombia deseamos gran dia labelurl  ; j : 308. Sim : 0.5781347; Baja. 
 pierdas conversacion libro censura expurgo control biblioteca colonial neogranadina labelurl  ; j : 309. Sim : 0.14001398; No similar. 
 viernes diciembre dejamos click grupo salsa unmedellin video labelurl bienestarunmed  ; j : 310. Sim : 0.48237956; No similar. 
 recordemos toda colombia launtransformavidas video labelurl unparatodos feliz noche comunidadun  ; j : 311. Sim : 0.6559083; Baja. 
 termina martes consejos pasada temporada expresatebien comunicate mejor unparatodos labelurl  ; j : 312. Sim : 0.5134867; Baja. 
 felizlunes feliz comienzo semana comunidadun esperamos gran dia universidad labelurl  ; j : 313. Sim : 0.6750454; Media. 
 roloalzate queremos saber mas inconvenientes favor envianos datos contacto m labelurl  ; j : 314. Sim : 0.27588797; No similar. 
 comunidadun mes mujeres bienestarbogota trae muchas actividades academicas culturales labelurl  ; j : 315. Sim : 0.37596825; No similar. 
 uso medicinal marihuana mas dudas certezas ausencia estudios concluyentes labelurl labelurl  ; j : 316. Sim : 0.2238098; No similar. 
 felizviernes comunidadun hoy dia sentir orgulloun launpatrimoniodetodos colombianos video labelurl ; j : 317. Sim : 0.55228907; Baja. 
 encuentra youtube videos segunda temporada campanaun expresatebien comunicate mejor labelurl  ; j : 318. Sim : 0.43546605; No similar. 
 noticiascaracol ncantioquia informan entrega premio biblioteca narrativa colombiana pbnc labelurl  ; j : 319. Sim : 0.14897992; No similar. 
 rt bogdiracad saberproun si piensas graduarte 2017 saberproun unbogota uncolombia labelurl  ; j : 320. Sim : 0.22018597; No similar. 
 comenzamos dia celebrando disenadores graficos logran plasmar ideas feliz labelurl  ; j : 321. Sim : 0.437968; No similar. 
 valbuena256 hola valbuena256 invitamos conocer beneficios coord fomento internaciona labelurl  ; j : 322. Sim : 0.29776987; No similar. 
 comunidadun encuentra aqui labelurl videos segunda temporada expresatebien comunicate mejor  ; j : 323. Sim : 0.55066043; Baja. 
 hoy click obras guillermo botero gutierrez unmanizales video labelurl untelevision  ; j : 324. Sim : 0.37720478; No similar. 
 expertos participaran viene despues habitat iii habitat3followup conocelos aqui labelurl  ; j : 325. Sim : 0.25367507; No similar. 
 conoces museosun hoy museo ciencia juego samoga unmanizales labelurl unparatodos  ; j : 326. Sim : 0.334898; No similar. 
 programateun obras hector berlioz maurice ravel richard strauss filarmonibogota labelurl  ; j : 327. Sim : 0.1705893; No similar. 
 buenviernes esperamos gran dia hoy disfruta campusun amigos somosun labelurl  ; j : 328. Sim : 0.53152907; Baja. 
 rt grupoargos tourtuitero sabias centroargosinnovacion cuenta total 45 areas verdes labelurl  ; j : 329. Sim : 0.26697102; No similar. 
 comunidadun conoce programacion 2da semana estudiante universitario manizalescampus mantillaignacio; j : 330. Sim : 0.46263182; No similar. 
 apartes diatriba amor hombre sentado decepciones matrimonio garcia marquez labelurl  ; j : 331. Sim : 0.28039888; No similar. 
 iii encuentro egresados europa londres 7 mayo 1330 vea detalles labelurl labelurl  ; j : 332. Sim : 0.37872347; No similar. 
 juzgamiento militares 2 discursos cupula grueso base charoguerra cedemocratico elretodelajep  ; j : 333. Sim : 0.12134284; No similar. 
 francismvargast hola enviado informacion solicitada mensaje directo feliz dia  ; j : 334. Sim : 0.5655214; Baja. 
 comunidadun conoce circular n11 rectoria apoyo acuerdo definitivo paz labelurl labelurl  ; j : 335. Sim : 0.26335305; No similar. 
 evento cabildo uitoto negociaciones identidad procesos reconocimiento 12 diciembre labelurl  ; j : 336. Sim : 0.2088094; No similar. 
